State,District,Basin,Sub_Basin,Station_Name,Station_Type,Date,Month,Year,Agency_name,Latitude,Longitude,_24d,_as,_do,aldrin,alk_phen,alk_tot,b,barium,bhc,bod,bod3_27,ca,carbon_14,cd,chlf_a,cl,cn,co3,cocci,cod,cr,cu,data_gov_update_date,ddt,dieldrin,do_sat_,ec_fld,ec_gen,endos,f,fcol_mpn,fe,har_ca,har_mg,har_total,hco3,hg,k,mg,na,na_,nh3_n,ni,no2_n,no2_no3,no3_n,o_po4_p,org_n,p_tot,pah,pb,ph_fld,ph_gen,rsc,sar,secchi,sio2,sio3,so4,ss,tcol_mpn,tds,temp,toc,ts,turb,zn,_401,ag,al,colour_cod,d_o,d_o_,mn,odour_code,oxygen_18,pcb,ph,phenols,radon,se,strontium,tritium,uranium,no2__n,caco3,mgcaco3
Andhra Pradesh,WEST GODAVARI,NA,NA,ELERU CANAL NEAR PHARMA CITY,Surface Water,2021-06-09 08:30:00,06,2021,CPCB,16.720398,81.108729,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,1.6000000238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4099998474,NA,0.3799999952,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KOLLERU LAKE KOKKIRAYALANKA (V) KAILALUR (M),Surface Water,2021-06-12 08:30:00,06,2021,CPCB,16.654513,81.218715,NA,NA,5.8000001907,NA,NA,NA,NA,NA,NA,NA,2.4000000954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6999998093,NA,0.6700000167,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,RIVER VASISHTA (GODAVARI) DOWNSTREAM OF NARASAPURAM TOWN AFTER CONFLUENCE OF TOWN SEWAGE,Surface Water,2021-06-12 08:30:00,06,2021,CPCB,16.40845,81.699692,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2.2000000477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6900000572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2021-05-24 12:30:00,05,2021,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GODAVARI AT RAJAHMUNDRY U/S KUMARADEVAM EAST GODAVARI,Surface Water,2021-05-12 08:30:00,05,2021,CPCB,17.069466,81.711134,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,1.7000000477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8699998856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTANI RIVER SAMPLE BEFORE CONFLUENCE WITH M/S DELTA PAPER MILL EFFLUENTS VENDRA PALAKODERU (M),Surface Water,2021-05-12 08:30:00,05,2021,CPCB,16.582868,81.575972,NA,NA,6.1999998093,NA,NA,NA,NA,NA,NA,NA,4.4000000954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2600002289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2023-10-10 11:34:00,10,2023,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2023-09-10 12:35:00,09,2023,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2005-02-13 10:45:00,02,2005,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2005-07-10 11:27:00,07,2005,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,6.9000000954,NA,0,NA,NA,NA,NA,NA,3.9000000954,22.3999996185,NA,NA,NA,59.4000015259,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,6.9000000954,NA,270,NA,0.0399999991,NA,NA,22.3999996185,8.2700004578,90,NA,NA,13.3000001907,8.2700004578,15.1999998093,60.9099998474,NA,NA,0.1099999994,5,4.8899998665,NA,NA,NA,NA,NA,7.6900000572,7.6900000572,1.0900000334,4.6599998474,NA,NA,NA,0,NA,NA,128,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2005-09-14 16:23:00,09,2005,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,7,NA,0,126,NA,NA,NA,NA,1.7999999523,23.2000007629,NA,NA,NA,21.7800006866,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,7,NA,266,NA,0.1599999964,NA,NA,23.2000007629,7.7800002098,90,126,NA,12.1000003815,7.7800002098,14.5,50.4599990845,NA,NA,0.1800000072,4.9199995995,4.7399997711,NA,NA,NA,NA,NA,7.4600000381,7.4600000381,0.7300000191,2.0699999332,NA,NA,NA,0,NA,NA,112,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2005-11-11 12:07:00,11,2005,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,7.3000001907,NA,0,119.5999984741,NA,NA,NA,NA,1.2999999523,24,NA,NA,NA,83.1600036621,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,7.3000001907,NA,258,NA,0.4699999988,NA,NA,24,9.720000267,100,119.5999984741,NA,1,9.720000267,14.1999998093,56,NA,NA,0,1.7799999714,1.7799999714,NA,NA,NA,NA,NA,7.9299998283,7.9299998283,-1.1299999952,3.9600000381,NA,NA,NA,0,NA,NA,122,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2005-12-22 11:04:00,12,2005,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,8,NA,0,122,NA,NA,NA,NA,2,25.6000003815,NA,NA,NA,47.5200004578,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,8,NA,298,NA,0.3600000143,NA,NA,25.6000003815,12.6000003815,116,122,NA,3.0999999046,12.6000003815,16.1000003815,21.9599990845,NA,NA,0.0099999998,0.8700000048,0.8600000143,NA,NA,NA,NA,NA,7.9299998283,7.9299998283,0.0900000036,0.5500000119,NA,NA,NA,0,NA,NA,191,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2009-09-11 11:56:00,09,2009,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,6.8000001907,NA,0,126.4000015259,NA,NA,NA,NA,2.4000000954,20.3999996185,NA,NA,NA,80.1999969482,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,6.8000001907,NA,378,NA,0.5400000215,NA,NA,20.3999996185,9.6000003815,91,126.4000015259,NA,6.1999998093,9.6000003815,45.5999984741,50.1800003052,NA,NA,4.3099999428,4.5,0.1899999976,NA,NA,NA,NA,NA,7.8000001907,7.8000001907,0.7200000286,2.0799999237,NA,NA,NA,0,NA,NA,174,30,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2010-01-19 15:21:00,01,2010,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2010-02-19 14:45:00,02,2010,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2010-10-12 10:42:00,10,2010,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,7.1999998093,NA,0,103,NA,NA,NA,NA,3.0999999046,21,NA,NA,NA,80.0999984741,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,7.1999998093,NA,385,NA,0.5600000024,NA,NA,21,9.3000001907,94,123.4000015259,NA,5.4000000954,9.3000001907,39.4000015259,46.7299995422,NA,NA,0.1899999976,3.5900001526,3.4000000954,NA,NA,NA,NA,NA,7.5999999046,7.5999999046,0.6499999762,1.7999999523,NA,NA,NA,NA,NA,NA,174,29,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2011-02-17 15:23:00,02,2011,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2011-09-27 15:16:00,09,2011,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1.6000000238,NA,NA,NA,NA,45.5,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,5.8000001907,NA,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1000000015,0.1000000015,NA,NA,NA,0.0700000003,NA,NA,NA,7.4000000954,NA,NA,NA,NA,NA,NA,NA,NA,152,29,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2011-10-17 15:19:00,10,2011,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2014-02-21 15:56:00,02,2014,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2014-04-04 11:54:00,04,2014,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2014-07-07 12:00:00,07,2014,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2014-09-22 15:26:00,09,2014,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,7.1999998093,NA,0,126.4000015259,NA,NA,NA,NA,2.7999999523,21,NA,NA,NA,80.1999969482,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,312,NA,0.4600000083,NA,NA,21,NA,NA,126.4000015259,NA,6.1999998093,10.1999998093,46.4000015259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9000000954,0.6299999952,NA,NA,NA,NA,0,NA,NA,172,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2014-11-12 15:39:00,11,2014,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,6.9000000954,NA,0,128.3999938965,NA,NA,NA,NA,2.2000000477,28,NA,NA,NA,84.5999984741,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,396,NA,0.4600000083,NA,NA,28,NA,NA,128.3999938965,NA,8.8000001907,12.8000001907,48.4000015259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6799998283,0.1099999994,NA,NA,NA,NA,84.5999984741,NA,NA,238,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2015-02-21 15:39:00,02,2015,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2015-07-22 15:15:00,07,2015,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,7.1999998093,NA,60,120,NA,NA,NA,NA,NA,72,NA,NA,NA,50,NA,60,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,447,NA,NA,NA,NA,72,NA,280,120,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6400003433,-2.6199998856,NA,NA,NA,NA,NA,NA,NA,286,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2015-09-09 15:20:00,09,2015,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,7.1999998093,NA,0,190,NA,NA,NA,NA,NA,80,NA,NA,NA,60,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,573,NA,NA,NA,NA,80,NA,380,190,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2299995422,-4.5,NA,NA,NA,NA,NA,NA,NA,367,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2008-09-08 15:34:00,09,2008,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,6.4000000954,NA,0,124.4400024414,NA,NA,NA,NA,3.4000000954,20,NA,NA,NA,79.1999969482,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,6.4000000954,NA,368,NA,0.6200000048,NA,NA,20,9.1999998093,89,124.4400024414,NA,5.8000001907,9.1999998093,44.7000007629,50.4599990845,NA,NA,0.1899999976,4.5,4.3099999428,NA,NA,NA,NA,NA,7.8000001907,7.8000001907,0.7300000191,2.0699999332,NA,NA,NA,0,NA,NA,169,30,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2012-02-06 14:45:00,02,2012,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2009-02-09 11:56:00,02,2009,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2009-04-09 10:34:00,04,2009,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2015-12-21 15:29:00,12,2015,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2006-03-07 11:55:00,03,2006,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2006-04-07 11:19:00,04,2006,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2007-08-21 14:45:00,08,2007,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
